pmid	title	journal	pub_date	doi	url	queries	tags	abstract
41206062	Lipid deposition promotes YTHDF3-mediated m6A modification of PPARα to facilitate liver metastasis of colorectal cancer.	Protein & cell	2026-Mar-01	10.1093/procel/pwaf092	https://pubmed.ncbi.nlm.nih.gov/41206062/	metabolism_proteomics_crlm	glycolysis_metabolism	The liver is a common site for cancer metastasis and a key metabolic organ. Lipid metabolism irregularities are linked to liver metastasis risk, but the mechanisms are not fully understood. Herein, in colorectal cancer liver metastasis (CRLM) clinical samples, lipid metabolism was broadly dysregulated, and lipid metabolites accumulated, as shown by integrated transcriptome and lipidomics analyses. Functionally, lipid deposition promotes liver metastasis in vitro and in vivo. Mechanistically, lipid deposition significantly enhances YTHDF3-mediated m6A modification and degradation of PPARα, which is crucial for liver metastasis. This process reduces the β-hydroxybutyrylation of YTHDF3, thereby promoting LLPS and increasing the stability of YTHDF3, which in turn facilitates the progression of CRC and liver metastasis. Furthermore, lipid deposition induces the interaction between STAT3 and YAP, activating YTHDF3 transcription. These two regulatory mechanisms synergize to drive YTHDF3 accumulation in lipid-rich metastatic lesions. In summary, our findings reveal that lipid deposition promotes LLPS-mediated m6A modification and decreases β-hydroxybutyrylation in liver metastasis, offering new strategies for the treatment of CRLM.
41213461	KLF7 as a biomarker for the pre-metastatic state promotes colorectal cancer liver metastasis via TGFβ autocrine signaling.	Cancer letters	2026-Feb-28	10.1016/j.canlet.2025.218123	https://pubmed.ncbi.nlm.nih.gov/41213461/	crlm_spatial_single_cell	spatial,single_cell	Although metastasis-initiating cells drive metastasis, only a certain subpopulation of these cells can successfully disseminate from the primary tumor to colonize metastatic sites. The identification and characterization of this subpopulation remain poorly studied. We designated this specific subpopulation as pre-metastatic state (PMS) cells. Identifying biomarkers and understanding the mechanisms underlying PMS formation are vital for preventing metastasis. In this research, we employed machine learning and bioinformatics techniques, integrating data from human cell lines, bulk RNA sequencing, single-cell sequencing, and spatial transcriptomics, to pinpoint PMS and classify its subtypes (PMS1 and PMS2). We revealed that PMS1 exhibits high epithelial-mesenchymal transition (EMT) characteristics and is associated with poor prognosis, while PMS2 is associated with tumor stemness. Notably, KLF7 was identified as a key biomarker of PMS, highly expressed in PMS1 and colorectal cancer liver metastasis (CRLM) lesions. Through dual-luciferase reporter assays and both in vitro and in vivo experiments, we demonstrated that KLF7 promotes EMT characteristics in CRC via TGFβ autocrine signaling, thereby facilitating CRLM. Moreover, it was determined that the small molecule drug epigallocatechin gallate (EGCG) can inhibit the transcriptional activity of KLF7, thereby suppressing the TGFβ signaling and EMT. This result highlights EGCG as a promising compound for the treatment of colorectal cancer (CRC) with high KLF7 expression. Through this research, we established a systematic framework defining two PMS subtypes and identified KLF7 as a pivotal driver of CRLM through TGFβ autocrine signaling.
41756888	Distinct and cooperative roles of host and tumor Osteopontin in colorectal cancer liver metastasis.	bioRxiv : the preprint server for biology	2026-Feb-20	10.64898/2026.02.19.706899	https://pubmed.ncbi.nlm.nih.gov/41756888/	crlm_spatial_single_cell,macrophage_immune_crlm	spatial,immune_myeloid,therapy_resistance	Osteopontin (OPN) is a secreted phosphoprotein implicated in colorectal cancer liver metastasis (CRCLM), yet the distinct spatial contributions of host- and tumor-derived OPN in driving this disease remain unclear. Using a 2 x 2 genetic knockout mouse model targeting OPN in host and tumor compartments, combined with spatial transcriptomics, we investigated compartment-specific OPN functions in CRCLM. Tumor-derived OPN promotes tumor proliferation through MEK/ERK signaling. Host OPN licenses monocyte-to-macrophage differentiation, while tumor OPN polarizes macrophages towards an M2-like state. Both host and tumor OPN suppress T cells in the tumor microenvironment, whereas loss of host OPN reveals an interferon-driven, anti-tumor niche. Translational studies using OPN-blockade immunotherapy in syngeneic and patient-derived xenograft mouse models reduced tumor burden and enhanced T cell infiltration. Together, these findings redefine the OPN-myeloid paradigm in CRC and nominate OPN as a potential therapeutic target.
41715121	Integrated single-cell and spatial transcriptomics uncover SPP1⁺ and HLA-DRB5⁺ macrophages as key modulators of the immune microenvironment in colorectal cancer liver metastasis.	Journal of translational medicine	2026-Feb-19	10.1186/s12967-026-07853-4	https://pubmed.ncbi.nlm.nih.gov/41715121/	crlm_spatial_single_cell,macrophage_immune_crlm	spatial,single_cell,immune_myeloid,therapy_resistance	Liver metastasis is the leading cause of mortality in colorectal cancer (CRC), yet the phenotypic diversity and spatial organization of myeloid cells in this setting remain unclear. Publicly available single-cell RNA sequencing, spatial transcriptomic, and bulk transcriptomic datasets from CRC and liver metastasis were integrated. Single-cell analyses were performed to characterize myeloid cell heterogeneity, differentiation trajectories, and inferred intercellular communication, while spatial transcriptomic analyses were conducted to assess cell-type enrichment and inferred spatial relationships. Differential expression and survival analyses were combined to construct an HLA-DRB5⁺ macrophage-associated prognostic signature, which was validated across multiple independent cohorts. Eleven myeloid cell subsets were identified, among which SPP1⁺ and HLA-DRB5⁺ macrophages were markedly enriched in liver metastases and occupied distinct positions along myeloid differentiation trajectories. Cell–cell communication analysis revealed distinct predicted signaling patterns, with SPP1⁺ macrophages interacting with B cells and regulatory T cells through MIF–(CD74 + CXCR4) signaling, and HLA-DRB5⁺ macrophages communicating with T and NK cells via LGALS9–CD45 signaling. Spatial transcriptomic analyses demonstrated distinct localization patterns of these macrophage subsets across tumor, stromal, and hepatocyte regions, and MISTy-based analysis identified dynamic spatial associations with immune and stromal populations. In addition, a six-gene prognostic signature derived from HLA-DRB5⁺ macrophage-associated genes exhibited robust and independent predictive performance for overall survival across multiple CRC cohorts. This integrative multi-omics analysis reveals distinct transcriptional and spatial features of SPP1⁺ and HLA-DRB5⁺ macrophages in CRC liver metastasis and highlights their potential roles in shaping the metastatic immune microenvironment. The online version contains supplementary material available at 10.1186/s12967-026-07853-4.
41666921	Preoperative exercise induces anti-tumor Kupffer cells to prevent surgical stress-promoted colorectal cancer liver metastasis.	Cell reports. Medicine	2026-Feb-17	10.1016/j.xcrm.2026.102589	https://pubmed.ncbi.nlm.nih.gov/41666921/	macrophage_immune_crlm	immune_myeloid	Colorectal cancer mortality is primarily driven by hepatic metastasis, with 50-60% of patients relapsing following liver metastasis resection due to micro-metastases or tumor cell dissemination. Surgery-induced immunologic disturbances contribute to liver recurrence. Exercise modulates immune responses, yet its role in surgical stress-promoted liver metastasis remains unclear. We demonstrate that 4 weeks of preoperative exercise (PEx) limits tumor growth in a murine model of surgical stress-promoted liver metastasis by shifting Kupffer cells toward an anti-tumor phenotype. PEx promotes Kupffer cell cytotoxic cytokines release and enhances CD8+ T cells recruitment and activation via the CXCL9-CXCR3 axis. Elevated CXCL9 levels are observed in murine and patient sera post exercise, with Kupffer cells identified as the primary source. Furthermore, exercise-induced butyrate accumulation in Kupffer cells inhibits histone deacetylase 3 activity, promoting CXCL9 expression. These findings suggest that PEx may serve as a non-invasive strategy to reduce recurrence and provide potential targets for exercise-mimetic therapies.
41673874	TCF21-WNT5A axis drives metastasis of colorectal cancer via stromal-tumor cell communication.	Journal of translational medicine	2026-Feb-11	10.1186/s12967-026-07835-6	https://pubmed.ncbi.nlm.nih.gov/41673874/	crlm_spatial_single_cell	single_cell	The third most prevalent form of cancer, colorectal cancer (CRC), is associated with a high mortality rate due to colorectal liver metastases (CRLM). However, the molecular mechanisms underlying CRLM remain poorly understood. ScRNA-seq data and Bulk RNA-seq data were collected from GEO database. First, we screened genes that showed differentially expression in three groups of colorectal tissues (normal vs. primary tumor vs. metastases). We then performed machine learning to identify signature genes involved in colorectal cancer. We further investigated the expression patterns of these core genes at the single-cell level. Through the integration of single-cell and bulk RNA-seq data, we have identified pivotal genes linked to CRC liver metastasis. Furthermore, we revealed that TCF21 is overexpressed in colorectal tumor tissues with metastases using clinical samples and HCT116 cells. We have identified 12 pivotal genes linked to CRC liver metastasis, which aims to dissect the molecular underpinnings of colorectal cancer and pave the way for novel therapeutic targets in clinical practice. Using scRNA-seq analysis, our findings revealed unique cellular communication features in CRC metastasis. Besides, TCF21high stromal cells were mainly enriched in metastatic tissues and TCF21 RNA level is associated with CRC metastasis, indicating vital role of TCF21 in CRC. Mechanistically, TCF21 regulates the expression of WNT5A and overexpression of WNT5A could reverse the effect of TCF21 deficiency in CRC. We identified 12 signature hub genes associated with CRLM by using both scRNA-seq and bulk RNA-seq analysis. Further, we revealed the vital role of TCF21, which promotes CRLM by regulating WNT5A in CRC metastasis. The revelations have illuminated the pivotal function of the TCF21-WNT5A pathway in the development of colorectal cancer, indicating possible avenues for therapeutic intervention aimed at preventing and managing the spread of CRC.
41577639	Preclinical Evaluation of Rationally Designed Peptide-NIRF Probe for c-Met Positive Liver Cancer Imaging-Guided Surgery.	Analytical chemistry	2026-Feb-10	10.1021/acs.analchem.5c07102	https://pubmed.ncbi.nlm.nih.gov/41577639/	hgf_met_myc_glycolysis	hgf_met_myc,therapy_resistance	Hepatocellular carcinoma (HCC) poses a significant threat to global health, with postoperative survival often compromised by high recurrence rates due to undetectable occult metastases, thereby highlighting the urgent need for early diagnosis and precise intraoperative guidance. The cellular-mesenchymal epithelial transition factor (c-Met), a transmembrane receptor overexpressed in numerous malignancies including HCC, represents a compelling biomarker for cancer diagnosis and therapy. Herein, we reported a near-infrared fluorescence (NIRF) probe, GM-7-MPA, constructed by conjugating a specifically screened high-affinity peptide ligand (GM-7) with a hydrophilic fluorescent dye (MPA). The GM-7-MPA demonstrated high specificity and strong binding affinity for c-Met positive HCC cells in vitro, outperforming GE-137-MPA, which has been clinically evaluated for the detection of colorectal polyps. Furthermore, across various tumor-bearing mouse models, including subcutaneous xenograft, orthotopic liver cancer, and HCC pulmonary metastasis models, GM-7-MPA clearly visualized tumor lesions with a high tumor-to-background ratio (TBR). Critically, in fluorescence-guided surgical navigation studies, the probe accurately delineated tumor margins from adjacent normal tissues and effectively identified residual microfoci, thereby facilitating the complete resection of malignant tumors in xenograft models and orthotopic settings. These findings identified that GM-7-MPA was a promising candidate for the diagnosis and surgical navigation of c-Met positive HCC, demonstrating significant translational potential and clinical application prospects.
41654488	Hepatocytes functionally reprogrammed by KIAA1199-high colorectal cancer cells favour the accumulation of pro-metastatic Egr1+ neutrophils.	Nature communications	2026-Feb-07	10.1038/s41467-026-69250-1	https://pubmed.ncbi.nlm.nih.gov/41654488/	metabolism_proteomics_crlm	glycolysis_metabolism	Colorectal cancer liver metastasis (CRLM) is a leading cause of mortality, driven by poorly defined molecular interactions within the hepatic niche. Here, we identify a distinct population of pro-metastatic Early Growth Response 1 (Egr1)+ neutrophils that accumulate in the pre-metastatic liver. Mechanistically, we show that KIAA1199-high cancer cells secrete granulin-rich extracellular vesicles, which are internalized by hepatocytes. This uptake triggers a subset of functionally reprogrammed hepatocytes, characterized by a profound metabolic reprogramming and the suppression of peroxisome proliferator-activated receptor gamma (PPARγ) signaling, leading to increased secretion of Serum Amyloid A2 (SAA2). Hepatocyte-derived SAA2 subsequently activates Formyl Peptide Receptor 2 (FPR2) on neutrophils, stabilizing Egr1-driven transcriptional program via the PI3K-AKT pathway to enhance neutrophil survival and pro-angiogenic activity. These Egr1+ neutrophils co-localize with reprogrammed hepatocytes at the tumor-liver interface, where they promote vascular remodeling to facilitate metastatic colonization. Pharmacological restoration of PPARγ or FPR2 inhibition abrogate CRLM in preclinical models in female mice. Furthermore, a combined KIAA1199-SAA2 signature predicts liver metastasis risk in patients. Our findings delineate a KIAA1199-PPARγ/SAA2-Egr1 axis orchestrating the pre-metastatic niche and propose metabolic normalization as a preventative strategy for liver metastasis.
41719780	Tissue and circulating proprotein convertase subtilisin/Kexin type 9 (PCSK9) as promising prognostic biomarkers for curative-intent colorectal liver metastases resection: A case-control study.	Cancer treatment and research communications	2026-Feb-06	10.1016/j.ctarc.2026.101130	https://pubmed.ncbi.nlm.nih.gov/41719780/	macrophage_immune_crlm,metabolism_proteomics_crlm	glycolysis_metabolism,immune_myeloid,therapy_resistance	Proprotein convertase subtilisin/kexin type 9 (PCSK9) is a key regulator of cholesterol metabolism homeostasis. However, its significance in colorectal cancer liver metastasis (CRLM) remains undetermined. Here, we evaluated PCSK9 expression and its prognostic value in patients undergoing curative-intent resection for CRLM. We retrospectively analyzed data from 148 patients with CRLM who underwent curative-intent liver resection at Sun Yat-sen University Cancer Center between March 2009 and December 2016. We measured PCSK9 expressions in paraffin-embedded surgical specimens of CRLM using immunohistochemistry (IHC) and in plasma using enzyme-linked immunosorbent assay (ELISA). Additionally, we examined their immune profiles and correlated them with PCSK9 expression. PCSK9 expression was detected in 68.9 % (102/148) of the analyzed CRLM specimens. Patients with high PCSK9 expression (defined as IHC score > median) had significantly worse median OS (not reached vs. 46.2 months; hazard ratio [HR] 1.79, 95 % confidence interval [CI] 1.11-2.89; P = 0.016) and RFS (31.0 vs. 12.0 months; HR 1.85, 95 % CI 1.19-2.87; P = 0.006) compared to those with low expression. Moreover, patients with a plasma PCSK9 concentration above 75.4 ng/ml also exhibited worse OS (47.8 vs. 141.9 months, P = 0.016) and RFS (17.0 vs. 47.0 months, P = 0.047). High PCSK9 expression was associated with an increased immune proportion score (IPS) for programmed cell death-ligand 1 (PD-L1) within the metastatic site. Our study indicates that both tissue and plasma PCSK9 expressions hold promise as prognostic biomarkers for curative-intent resection of CRLM.
41634025	Escherichia coli promotes colorectal cancer metastasis by maintaining enhancer-promoter loops through releasing neutrophil extracellular traps.	Nature communications	2026-Feb-03	10.1038/s41467-026-69005-y	https://pubmed.ncbi.nlm.nih.gov/41634025/	macrophage_immune_crlm	immune_myeloid	The involvement of intestinal microbiota in the process of neutrophil-mediated colorectal cancer liver metastasis (CRCLM) is not yet fully understood. Here, we show that Escherichia coli (E. coli) is prevalent in CRC tissues with LM using 2bRAD-M-Seq and is linked to the release of neutrophil extracellular traps (NETs). Utilizing multi-omics and molecular techniques, we establish that E. coli recruits RIPK2, which promotes the binding of HNRNPK to the Atf3/Relb promoters in neutrophils, thereby enhancing their transcription. This process results in the upregulation of Ncf4, which triggers p-MLKL-mediated NET formation. NETs, in turn, increase the expression of TRPC1 and NFATC3 in CRC cells, promoting the calcium-dependent assembly of the STAT3/S100A8/9 heterotrimer. This trimer stabilizes STAT3-enhancer-promoter loops (EPLs), thereby reinforcing the Tns1 transcription and facilitating CRCLM. Our findings elucidate the mechanism by which E. coli-induced NETs promote CRCLM through epigenetic modifications, offering an insight into the role of EPLs in immune regulation and tumor progression.
41630031	AKR1B10 reprograms neutrophils by histone lactylation to foster immune evasion in KRASG12C mutation colorectal cancer liver metastasis.	Journal of experimental & clinical cancer research : CR	2026-Feb-03	10.1186/s13046-026-03653-2	https://pubmed.ncbi.nlm.nih.gov/41630031/	macrophage_immune_crlm	immune_myeloid	The KRASG12C mutation is one of the special mutation types in patients with colorectal cancer liver metastasis (CRLM). Although several small molecule inhibitors specifically targeting KRASG12C mutation have been developed, they have only shown limited clinical benefits for CRLM patients. Thus, alternative approaches are still needed. We screened out the differentially expressed gene Aldo-keto reductase family 1 member B10 (AKR1B10) between the KRASG12C mutation and wild-type CRLM through RNA sequencing, and characterized the tumor microenvironment (TME) changes of the KRASG12C mutation CRLM using multi-omics analysis. The role of AKR1B10 in the TME and its progression of KRASG12C mutation CRLM was confirmed by in vitro and in vivo experiments, and the molecular mechanism of lactate on neutrophils reprogramming was detected by immunofluorescence, western blot and Chip-qPCR. AKR1B10 was highly expressed in the KRASG12C mutation CRLM and was associated with a poor prognosis. Mechanistically, AKR1B10 promotes the recruitment of neutrophils in the TME by CXCL8/CXCR2 pathway. Meanwhile, AKR1B10 could promote the production of lactate by regulating crucial glycolytic enzymes. The increased lactate accumulation in the TME promoted histone lactylation of neutrophils, which induced PD-L1 transcription and prompted the reprogramming of neutrophils to an immunosuppressive phenotype. AKR1B10 facilitated immune evasion of KRASG12C mutation CRLM by recruiting and reprogramming neutrophils to remodel the immunosuppressive TME, providing a potential therapeutic target for KRASG12C mutation CRLM patients.
41627602	METTL1-mediated m7G tRNA modification promotes colorectal cancer progression and liver metastasis via translational regulation.	Cellular oncology (Dordrecht, Netherlands)	2026-Feb-02	10.1007/s13402-025-01137-7	https://pubmed.ncbi.nlm.nih.gov/41627602/	crlm_spatial_single_cell,metabolism_proteomics_crlm	single_cell,glycolysis_metabolism,therapy_resistance	Colorectal cancer (CRC) is a leading cause of cancer-related mortality worldwide, with colorectal cancer liver metastasis (CRLM) being the primary cause of death. Despite its clinical significance, the molecular mechanisms underlying CRC progression remain poorly understood. Unbiased proteomic profiling and single-cell RNA sequencing (scRNA-seq) analyses of CRC tissues from patients with and without liver metastases identified methyltransferase-like protein 1 (METTL1) as a critical regulator, with its function in CRC progression validated through in vitro and in vivo gain- and loss-of-function studies. Furthermore, tRNA methylation sequencing (TRAC-seq) and ribosome-nascent chain complex sequencing (RNC-seq) were performed to investigate the downstream mechanisms. METTL1 was significantly elevated in CRC, with the highest expression in CRLM, and correlated with poor survival. METTL1 knockout inhibited tumor cell proliferation, migration, and invasion in vitro, whereas overexpression of wild-type METTL1, but not its catalytically inactive mutant, promoted oncogenic phenotypes. Consistently, METTL1 knockout attenuated tumor growth and liver metastasis in vivo. Mechanistically, METTL1-mediated m7G tRNA modification selectively enhanced translation of oncogenic transcripts, particularly those involved in cell cycle regulation (e.g., CCND3) and PI3K/Akt signaling. Notably, forced CCND3 expression partially rescued the phenotypes induced by METTL1 knockout. Our findings highlight the crucial role of METTL1 and its tRNA m7G modification in promoting CRC progression and liver metastasis, providing promising targets for therapy in advanced CRC. The online version contains supplementary material available at 10.1007/s13402-025-01137-7.
41329700	Drink Responsibly: Cancer Cells Also Like Sugary Drinks.	Cancer research	2026-Feb-02	10.1158/0008-5472.CAN-25-5296	https://pubmed.ncbi.nlm.nih.gov/41329700/	hgf_met_myc_glycolysis,metabolism_proteomics_crlm	glycolysis_metabolism	Sugar-sweetened beverages (SSB), which contain both glucose and fructose, have been linked to an increased incidence of colorectal cancer. Their effects on colorectal cancer progression, however, are unclear. In their recent work, Feng and colleagues investigated how exposure to SSBs affects colorectal cancer metastasis. They discovered that several colorectal cancer cell lines showed enhanced migration when exposed to glucose and fructose together, compared with cells exposed to glucose or fructose alone. Similarly, in mouse models of colorectal cancer liver metastasis, mice fed both glucose and fructose developed more liver metastases, suggesting that SSBs promote colorectal cancer spread. Leveraging metabolomic analyses, they discovered that in the presence of both glucose and fructose, the enzyme sorbitol dehydrogenase (SORD) converts fructose to sorbitol, regenerating NAD+ from NADH. Deleting SORD reduced the NAD+/NADH ratio and colorectal cancer cell migration and metastasis. Restoring the NAD+/NADH ratio rescued migration, suggesting that SORD-driven NAD+ regeneration promotes metastatic behavior. Furthermore, they demonstrated that increased NAD+/NADH levels have a profound effect on cell metabolism, supporting glycolysis, the TCA cycle, and the mevalonate pathway. Interestingly, pharmacologic inhibition of the mevalonate pathway with statins reduced cell migration and liver metastasis in mice consuming SSBs. Together, these findings demonstrate that SSBs enhance colorectal cancer metastasis through SORD-dependent metabolic reprogramming. By regenerating NAD+ and glycolysis and supporting the mevalonate pathway, SORD links SSB consumption to increased tumor cell migration and metastatic potential.
41422894	Comprehensive Transcriptome and miRNome Profiling in Metachronous Colorectal Liver Metastasis: Insight Into the Prognostic and Molecular Subtypes.	Laboratory investigation; a journal of technical methods and pathology	2026-Feb	10.1016/j.labinv.2025.104274	https://pubmed.ncbi.nlm.nih.gov/41422894/	metabolism_proteomics_crlm	glycolysis_metabolism,therapy_resistance	In colorectal cancer, approximately 50% to 70% of metastases go into the liver; however, their molecular signature remains unknown. We aimed to investigate the transcriptome and miRNome profiles of metachronous colorectal liver metastasis (mCLM) within the hepatic microenvironment and to identify key deregulated genes, microRNAs (miRNAs), pathways, and their clinical relevance. We performed differential expression analysis on 36 mCLM and adjacent nonmalignant liver tissue pairs using RNA sequencing. Gene set enrichment analysis and consensus molecular subtype (CMS) classification helped to explore pathways. Tumor samples were stratified based on their KRAS mutation status. miRNA-mRNA interactions were investigated through coexpression and correlation analysis, with prognostic relevance assessed using survival analysis. Validation of key interactions was accomplished using multiMiR. We identified 1809 upregulated and 1639 downregulated genes and 108 upregulated and 92 downregulated miRNAs in mCLM compared with the adjacent nonmalignant liver. Upregulated genes were associated with epithelial-to-mesenchymal transition, G2M checkpoints, and E2F targets. About 47% of samples belonged to CMS2 and 22% to mesenchymal CMS4, with distinct mutational patterns. mRNA coexpression identified 4 clusters (associated with metabolism, cell cycle, DNA metabolism, and oncogenic signaling pathways), and miRNA coexpression identified 6 clusters. The hub miRNAs hsa-let-7c, hsa-miR-21-5p, hsa-miR-106a-5p, hsa-miR-139-5p, hsa-miR-101-3p, and hsa-miR-20b-5p were among the inversely correlated miRNA-mRNA clusters. An integrative analysis highlighted PEA15 interaction with hsa-miR-320b/c, TEX2/CTSO with hsa-miR-103a-3p, and PHLDA3 with hsa-miR-1304, and prognostic relevance for ZNF441, CTSO, TEX2, EID1, CMC1, hsa-miR-4634, hsa-miR-3184-5p, has-miR-320b, hsa-miR-1304-3p, hsa-miR-7-1-3p, hsa-miR-144-3p, hsa-miR-1303, and hsa-miR-660-3p. The miRNA-mRNA interactions were validated using real-time PCR in independent patient cohorts. This study revealed a complex molecular landscape of mCLM within the hepatic microenvironment and novel miRNA-mRNA interactions with potential prognostic and therapeutic implications.
41387204	Colorectal Cancer Cell's Weapon: RNF32 Engages SPP1+ Macrophages to Foster Liver Metastasis, Targeted by Indole-3-Acetic Acid.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2026-Feb	10.1002/advs.202519735	https://pubmed.ncbi.nlm.nih.gov/41387204/	crlm_spatial_single_cell,macrophage_immune_crlm	single_cell,immune_myeloid	Colorectal cancer liver metastasis (CRLM) involves complex molecular mechanisms. By integrating The Cancer Genome Atlas (TCGA) data and employing Cox regression, Weighted Gene Co-expression Network Analysis (WGCNA), and single-cell RNA sequencing, this study identifies RNF32 as a key gene linking poor prognosis to metastasis. Functional assays demonstrate that RNF32 promotes tumor cell proliferation, invasion, and epithelial-mesenchymal transition (EMT) in vitro, and drives tumor growth and liver metastasis in vivo. Mechanistically, RNF32 catalyzes K48-linked ubiquitination at the K60 site of GSK3β, stabilizing β-catenin and activating the Wnt signaling pathway, thereby upregulating CCL2. Mass cytometry and other experiments further reveal that RNF32 recruits SPP1+ macrophages via CCL2 to remodel the metastatic niche, a process dependent on the CCR2/FABP1/PPARG axis. Macrophage depletion abrogates metastasis, while the FABP1 inhibitor orlistat reverses SPP1 upregulation in macrophages. Moreover, SPP1+ macrophages interact with tumor cell CD44, synergizing with RNF32 to enhance cancer stemness via Wnt signaling. Importantly, virtual screening identifies indole-3-acetic acid (IAA) as an RNF32 inhibitor that suppresses liver metastasis and reverses immunosuppression in vivo. This study establishes RNF32 as a dual-functional driver of metastasis and proposes IAA as a promising therapeutic agent, offering new hope for targeting both tumor-intrinsic EMT and the immune microenvironment in CRC liver metastasis.
41385828	Ketogenic diet impairs NK cell cytotoxic function in colorectal cancer liver metastasis by inducing ferroptosis via suppression of the p62-Keap1-Nrf2 pathway.	Redox biology	2026-Feb	10.1016/j.redox.2025.103969	https://pubmed.ncbi.nlm.nih.gov/41385828/	crlm_spatial_single_cell	single_cell	Emerging evidence suggests the ketogenic diet (KD) may modulate cancer progression, though its impact on colorectal cancer liver metastasis (CRLM) remains poorly characterized. Our study demonstrates that a KD promotes CRLM in a mouse model. Untargeted metabolomics identifies specific phosphatidylethanolamine (PE) metabolites as key mediators of this effect. Using single-cell RNA sequencing (scRNA-seq) and flow cytometry, we find that enhanced metastasis critically depends on KD-induced impairment of NK cell cytotoxicity and viability. This aligns with reduced NK cell numbers within the tumor microenvironment (TME) of CRLM patients compared to non-metastatic CRC patients, as shown by immunofluorescence staining. Further analysis reveals that PE compromises NK cell anti-tumor function both in vivo and in vitro by suppressing key effector cytokines, including IFN-γ, TNF-α, and Granzyme B. Mechanistically, PE treatment reduces p62 and Nrf2 levels in TME-resident NK cells, attenuating cellular antioxidant defenses and ultimately inducing ferroptosis-characterized by iron overload, elevated lipid ROS, and mitochondrial fragmentation. Reduced p62 and Nrf2 expression in TME NK cells of CRLM patients (vs. non-metastatic CRC patients) suggests their potential as future biomarkers. Functionally targeting Nrf2 with TBHQ significantly alleviates PE-induced NK cell ferroptosis and boosts NK cell cytotoxicity against CRLM. This study provides new insights into how dietary metabolites reshape antitumor immunity and suggests potential therapeutic strategies to enhance NK cell-based immunotherapies for CRLM.
41342603	Liver transplantation for colorectal metastasis - selection criteria, outcomes, and management recurrence: a systematic review and meta-analysis.	International journal of surgery (London, England)	2026-Feb-01	10.1097/JS9.0000000000004018	https://pubmed.ncbi.nlm.nih.gov/41342603/	metabolism_proteomics_crlm	glycolysis_metabolism,therapy_resistance	Despite advances in systemic therapies, the prognosis for non-resectable colorectal liver metastases (nCRLMs) remains poor, with a 5-year survival rate of only 10%. Liver transplantation (LT) has emerged as a potential curative option for select patients. This study evaluated survival outcomes, recurrence rates, prognostic factors, and quality of life (QoL) following LT for nCRLM. A comprehensive search was performed through PubMed, Scopus, and the Cochrane Library for studies available up to 4 October 2024. Eligible studies reported survival, recurrence, or QoL following LT for nCRLM. Risk of bias was evaluated using the Risk of Bias in Nonrandomized Studies of Interventions and the Risk of Bias Tool for Randomized Trials/the Cochrane Risk of Bias Assessment Tool 2. A random-effects model pooled overall survival (OS), disease-free survival (DFS), and recurrence rates. Heterogeneity and publication bias were examined using Cochran's Q and Egger tests. Out of 549 patients, 20 studies with 377 unique patients were selected. OS at 1, 3, and 5 years were 91%, 67%, and 54%, respectively, and DFS at 65%, 38%, and 16%, respectively. Recurrence occurred in 52%. Favorable pretransplant factors were linked to better OS. QoL varied, with fatigue, pain, and dyspnea reported posttransplantation. LT offers strong survival benefits in nCRLM. However, high recurrence rates highlight the need for strict selection using Oslo score and metabolic tumor volume.
